Key,Example,Source,Context,Game Locations,vi,vi translator type,id,id translator type,it,it translator type,es,es translator type,pt,pt translator type,fr,fr translator type,de,de translator type,zh-hans,zh-hans translator type,ja,ja translator type,ko,ko translator type,ru,ru translator type,th,th translator type,tr,tr translator type,zh-hant,zh-hant translator type,pl,pl translator type
,,"Tyrfing",,"PlayerGui.BeatmapChoose.BG.OverviewFrame.PreviewFrame.Overview.MapArtist","Tyrfing","Automation","Mengetik","Automation",,,"Tirando","Automation","Tyrfing","Automation",,,,,"推倒","Automation","タイフリング","Automation","폭군","Automation",,,"ไทร์ฟิง","Automation","Tırtıl","Automation","輪胎","Automation","Tyrfing","Automation"
,,"Easy mapped by Akitoshi",,"PlayerGui.BG.PreviewFrame.PreviewFrame.Overview.DifficultyName","Dễ dàng lập bản đồ bởi Akitoshi","Automation","Mudah dipetakan oleh Akitoshi","Automation","Facilmente mappato da Akitoshi","Automation","Fácil de mapear por Akitoshi","Automation","Fácil de mapear por Akitoshi","Automation","Facilement cartographié par Akitoshi","Automation","Einfach von Akitoshi kartiert","Automation","由Akitoshi轻松映射","Automation","アキトシがマッピングしやすい","Automation","아키토시에 의해 쉽게 맵핑됨","Automation","Легко сопоставлен Акитоши","Automation","ทําแผนที่ได้ง่ายโดย Akitoshi","Automation","Akitoshi tarafından kolayca eşleştirildi","Automation","由 Akitoshi 輕鬆繪製","Automation","Łatwo odwzorowany przez Akitoshi","Automation"
,,"Normal mapped by Louis Cyphre",,"PlayerGui.BeatmapListing.MainFrame.MainFrame.Listing.BeatmapFrame.MainFrame.DifficultyListing.Diff.MainFrame.DifficultyInfo","Bình thường được ánh xạ bởi Louis Cyphre","Automation","Normal dipetakan oleh Louis Cyphre","Automation","Normale mappato da Louis Cyphre","Automation","Normal mapeado por Louis Cyphre","Automation","Normal mapeado por Louis Cyphre","Automation","Normal cartographié par Louis Cyphre","Automation","Normal abgebildet von Louis Cyphre","Automation","通常由Louis Cyphre映射","Automation","Louis Cyphreによってマッピングされたノーマル","Automation","루이스 싸이프레가 맵핑한 노멀","Automation","Нормальное отображено Louis Cyphre","Automation","ปกติ mapped โดยหลุยส์ Cyphre","Automation","Normal Louis Cyphre tarafından eşleştirildi","Automation","由 Louis Cyphre 映射","Automation","Normalny zmapowany przez Louis Cyphre","Automation"
,,"Search",,"PlayerGui.BG.BeatmapBrowserFrame.MainFrame.MainFrame.BeatmapIdSearchFrame.SearchButton.Button","Tìm kiếm","Automation","Cari","Automation","Cerca","Automation","Buscar","Automation","Procurar","Automation","Recherche","Automation","Suche","Automation","搜索","Automation","検索","Automation","검색","Automation","Поиск","Automation","ค้นหา","Automation","Ara","Automation","搜尋","Automation","Szukaj","Automation"
,,"Playing Susumu Hirasawa - Switched-On Lotus [Normal+]",,"PlayerGui.MenuInterface.PlayerListFrame.MainFrame.PlayerFrame.PlayerStatus","Đang chơi Susumu Hirasawa - Chuyển đổi-On Lotus [Normal+]","Automation","Bermain Susumu Hirasawa - Beralih-On Lotus [Normal+]","Automation","Giocando a Susumu Hirasawa - Interruttore Lotus [Normal+]","Automation","Jugando Susumu Hirasawa - Conmutado-En Lotus [Normal+]","Automation","Jogando Susumu Hirasawa - Switched-On Lotus [Normal+]","Automation","Jouer à Susumu Hirasawa - Lotus activé [Normal+]","Automation","Susumu Hirasawa spielt - Lotus eingeschaltet [Normal+]","Automation","正在播放Susumu Hirasawa - 开启莲花 [Normal+]","Automation","Susumu Hirasawaをプレイ中 - スイッチオンロータス [ノーマル+]","Automation","Susumu Hirasawa 플레이 중 - 스위치-온 로터스 [Normal+]","Automation","Играет в Сусуму Хирасаву - Переключенный лотос [Нормальный+]","Automation","กําลังเล่น Susumu Hirasawa - เปิดโลตัส [Normal+]","Automation","Susumu Hirasawa Oynuyor - Anahtarlı Lotus [Normal+]","Automation","正在玩Susumu Hirasawa - 開啟蓮花 [Normal+]","Automation","Grając Susumu Hirasawa - Włączony lotos [Normal+]","Automation"
,,"mapset by Jemmmmy",,"PlayerGui.BeatmapListing.MainFrame_Animation.MainFrame.Listing.BeatmapFrame.MainFrame.MapInfo.MapperName","mapset bởi Jemmmmy","Automation","set peta oleh Jemmmmy","Automation","mapset di Jemmmmy","Automation","mapa por Jemmmmy","Automation","mapset por Jemmmmy","Automation","mapset par Jemmmmy","Automation","mapset von Jemmmmy","Automation","Jemmmmy 的地图集","Automation","Jemmmmyのマップセット","Automation","Jemmmmy의 맵 세트","Automation","набор карт от Jemmmmy","Automation","mapset โดย Jemmmmy","Automation","Jemmmmy tarafından haritalar","Automation","Jemmmmy 的地圖集","Automation","zestaw map autorstwa Jemmmmy","Automation"
,,"Quaiid's Expert mapped by Quaiid",,"PlayerGui.BeatmapListing.MainFrame.MainFrame.Listing.BeatmapFrame.MainFrame.DifficultyListing.Diff.MainFrame.DifficultyInfo","Chuyên gia của Quaiid được Quaiid lập bản đồ","Automation","Pakar Quaiid dipetakan oleh Quaiid","Automation","Esperto di Quaiid mappato da Quaiid","Automation","Experto de Quaiid mapeado por Quaiid","Automation","Perito do Quaiid mapeado pelo Quaiid","Automation","L'expert de Quaiid cartographié par Quaiid","Automation","Experte von Quaiid von Quaiid abgebildet","Automation","Quaiid的专家被Quaiid映射","Automation","QuaiidによってマッピングされたQuaiidのエキスパート","Automation","Quaiid에 의해 맵핑된 Quaiid의 전문가","Automation","Эксперт Quaiid отображен Quaiid","Automation","ผู้เชี่ยวชาญของ Quaiid ถูกแผนที่โดย Quaiid","Automation","Quaiid tarafından eşleştirilen Quaiid'in Uzmanı","Automation","Quaiid的專家被Quaiid映射","Automation","Ekspert Quaiida zmapowany przez Quaiida","Automation"
,,"Expert mapped by Agatsu",,"PlayerGui.BeatmapListing.MainFrame.MainFrame.Listing.BeatmapFrame.MainFrame.DifficultyListing.Diff.MainFrame.DifficultyInfo","Chuyên gia được map bởi Agatsu","Automation","Ahli dipetakan oleh Agatsu","Automation","Esperto mappato da Agatsu","Automation","Experto asignado por Agatsu","Automation","Especialista mapeado por Agatsu","Automation","Expert cartographié par Agatsu","Automation","Experte gemappt von Agatsu","Automation","由Agatsu映射的专家","Automation","アガツがマッピングしたエキスパート","Automation","아가츠가 지도한 전문가","Automation","Эксперт, сопоставленный Агацу","Automation","ผู้เชี่ยวชาญทําแผนที่โดย Agatsu","Automation","Uzman, Agatsu tarafından eşleştirildi","Automation","由 Agatsu 映射的專家","Automation","Ekspert mapowany przez Agatsu","Automation"
,,"browiec's Extra mapped by browiec",,"PlayerGui.BeatmapListing.MainFrame.MainFrame.Listing.BeatmapFrame.MainFrame.DifficultyListing.Actual.Base.Diff.MainFrame.DifficultyInfo","Extra của browiec đã được map bởi browiec","Automation","Ekstra browiec dipetakan oleh browiec","Automation","Extra di browiec mappato da browiec","Automation","Extra de browiec mapeado por browiec","Automation","Extra de browiec mapeado por browiec","Automation","Extra de browiec cartographié par browiec","Automation","browiec's Extra wurde von browiec zugeordnet","Automation","browiec 的 Extra 已由 browiec 绘制","Automation","browiecのExtraがbrowiecによってマッピングされました","Automation","browiec이 (가) mapped한 browiec의 Extra","Automation","browiec's Дополнительная карта от browiec","Automation","browiec's Extra ถูกแมปโดย browiec","Automation","browiec tarafından haritalandırılan browiec's Extra","Automation","browiec 的 Extra 已由 browiec 映射","Automation","browiec's Extra mapowane przez browiec","Automation"
,,"{number1} favorites",,"PlayerGui.BG.BeatmapBrowserFrame.MainFrame.MainFrame.BeatmapInfo.FavoriteCount","{number1} yêu thích","Automation","{number1} favorit","Automation","{number1} preferiti","Automation","{number1} favoritos","Automation","{number1} favoritos","Automation","{number1} favoris","Automation","{number1} Favoriten","Automation","{number1}个最爱","Automation","{number1}お気に入り","Automation","즐겨 찾기 {number1}개","Automation","{number1} избранных","Automation","{number1} รายการโปรด","Automation","{number1} favoriler","Automation","{number1}最愛","Automation","{number1} ulubionych","Automation"
,,"Rhythmic Pulse mapped by FrenZ{number1}",,"PlayerGui.BeatmapListing.MainFrame.MainFrame.Listing.BeatmapFrame.MainFrame.DifficultyListing.Diff.MainFrame.DifficultyInfo","Xung nhịp điệu được ánh xạ bởi FrenZ{number1}","Automation","Pulsa Ritmik yang dipetakan oleh FrenZ{number1}","Automation","Impulso Ritmico mappato da FrenZ{number1}","Automation","Pulso rítmico mapeado por FrenZ{number1}","Automation","Pulso Rítmico mapeado por FrenZ{number1}","Automation","Pouls rythmique cartographié par FrenZ{number1}","Automation","Rhythmischer Puls, der von FrenZ{number1} zugeordnet wurde","Automation","由FrenZ{number1}映射的节奏脉冲","Automation","FrenZ{number1} でマッピングされたリズミカルパルス","Automation","FrenZ{number1}에 의해 맵핑된 리듬 펄스","Automation","Ритмический пульс, нанесенный на карту FrenZ{number1}","Automation","ชีพจรจังหวะที่ mapped โดย FrenZ{number1}","Automation","FrenZ{number1} tarafından eşleştirilen Ritmik Darbe","Automation","由 FrenZ{number1} 映射的節奏脈動","Automation","Rytmiczny puls zmapowany przez FrenZ{number1}","Automation"
,,"FREEDOM DiVE↓",,"PlayerGui.BG.DetailedBeatmapInformation.MainFrame.MainFrame.MetaData.SongTitle.Data","Phân khu Tự do↓","Automation","KEBEBASAN DIVE↓","Automation","DIVINO DI LIBERTÀ↓","Automation","DIVE DE LA LIBERTAD↓","Automation","DIVINO DA LIBERDADE↓","Automation","DIVE DE LA LIBERTÉ↓","Automation","FREIHEIT DIVE↓","Automation","自由之刃↓","Automation","自由の女神↓","Automation","프리덤 디브↓","Automation","ДИВЕ СВОБОДЫ↓","Automation","เสรีภาพไดฟ์↓","Automation","ÖZGÜRLÜK DİVE↓","Automation","自由之刃↓","Automation","Dywizja Wolności↓","Automation"
,,"Approach time: {number1}ms
{number2}: +-{number3}ms
{number4}: +-{number5}ms
50: +-65.0ms
Spin difficulty: 219rpm
Hit object radius: 37.38 (scaled)",,"PlayerGui.TopDisplay.PreviewFrameMapDetail.BeatmapDetail.MapDetail","Thời gian tiếp cận: {number1} giây
 {number2}: +-{number3} giây
 {number4}: +-{number5} giây
50: +-65.0ms
Độ khó quay: 219rpm
Phạm vi va chạm với vật thể: 37.38 (được phóng to)","Automation","Waktu pendekatan: {number1} detik
 {number2}: +-{number3}ms
 {number4}: +-{number5}ms
50: +-65.0ms
Tingkat kesulitan putaran: 219rpm
Jangkauan objek yang terkena: 37.38 (ditampilkan dalam skala)","Automation","Tempo di avvicinamento: {number1} secondi
 {number2}: +-{number3}ms
 {number4}: +-{number5}ms
50: +-65.0ms
Difficoltà di rotazione: 219rpm
Raggio di impatto dell'oggetto: 37.38 (ridimensionato)","Automation","Tiempo de aproximación: {number1} segundos
 {number2}: +-{number3}ms
 {number4}: +-{number5}ms
50: +-65.0ms
Dificultad de giro: 219rpm
Rango de impacto del objeto: 37.38 (escalado)","Automation","Tempo de aproximação: {number1} segundos
 {number2}: +-{number3}ms
 {number4}: +-{number5}ms
50: +-65.0ms
Dificuldade de giro: 219rpm
Alcance de impacto do objeto: 37.38 (dimensionado)","Automation","Temps d'approche : {number1} secondes
 {number2}: +-{number3}ms
 {number4}: +-{number5}ms
50 : +-65.0ms
Difficulté de rotation : 219rpm
Rayon d'impact de l'objet : 37.38 (scalé)","Automation","Anflugzeit: {number1} Sekunden
 {number2}: +-{number3}ms
 {number4}: +-{number5}ms
50: +-65.0ms
Drehschwierigkeit: 219rpm
Zielobjekt-Radius: 37.38 (skaliert)","Automation","接近时间： {number1}毫秒
 {number2}: +-{number3}毫秒
 {number4}: +-{number5}毫秒
50: +-65.0毫秒
旋转难度： 219转/分钟
攻击物体半径： 37.38 (已缩放)","Automation","接近時間: {number1}秒
 {number2}: +-{number3}ms
 {number4}: +-{number5}ミリ秒
50: +-65.0ms
スピン難易度: 219rpm
攻撃オブジェクトの範囲: 37.38 (スケール済み)","Automation","접근 시간: {number1}ms
 {number2}: +-{number3}ms 
 {number4}: +-{number5}ms 
50: +-65.0ms 
스핀 난이도: 219rpm
타격 개체 범위: 37.38 (조정됨)","Automation","Приблизительное время приближения: {number1} мс
 {number2}: +-{number3} минут
 {number4}: +-{number5} минут
50: +-65.0 мс
Скорость вращения: 219 об/мин
Радиус попадания по объекту: 37.38 (в масштабах)","Automation","เวลาในการเข้าใกล้: {number1} วินาที
 {number2}: +-{number3}ms 
 {number4}: +-{number5}ms 
50: +-65.0ms 
ระดับความยากในการหมุน: 219rpm
รัศมีการโจมตีวัตถุ: 37.38 (ปรับขนาดแล้ว)","Automation","Yakınlaşma süresi: {number1} saniye
 {number2}: +-{number3} dakika
 {number4}: +-{number5} dakika
50: +-65.0ms
Döndürme zorluğu: 219rpm
Vurma objesi çapı: 37.38 (ölçülendi)","Automation","接近时间： {number1}毫秒
 {number2}: +-{number3}毫秒
 {number4}: +-{number5}毫秒
50: +-65.0毫秒
旋转难度： 219转/分钟
攻击物体半径： 37.38 (已缩放)","Automation","Czas zbliżenia: {number1} sekund
 {number2}: +-{number3} minut
 {number4}: +-{number5} minut
50: +-65.0ms
Siła obrotowa: 219rpm
Promien uderzenia obiektu: 37.38 (skalowany)","Automation"
,,"Playing Suzuki Konomi - Redo [Habi's Insane]",,"PlayerGui.MenuInterface.PlayerListFrame.MainFrame.PlayerFrame.PlayerStatus","Chơi Suzuki Konomi - Redo [Habi's Insane]","Automation","Memainkan Suzuki Konomi - Redo [Habi's Insane]","Automation","Stai giocando a Suzuki Konomi - Redo [Habi's Insane]","Automation","Jugando a Suzuki Konomi - Redo [Habi's Insane]","Automation","Jogando Suzuki Konomi - Redo [Habi's Insane]","Automation","Jouer à Suzuki Konomi - Redo [Habi's Insane]","Automation","Spiele Suzuki Konomi - Redo [Habi's Insane]","Automation","正在游玩Suzuki Konomi - Redo [Habi's Insane]","Automation","スズキ・コノミ - リドー [ハビのクレイジー版]をプレイ中","Automation","수지키 코노미 - 레도 [하비의 괴짜] 플레이 중","Automation","Играем в Suzuki Konomi - Redo [Habi's Insane]","Automation","กำลังเล่น Suzuki Konomi - Redo [Habi's Insane]","Automation","Suzuki Konomi - Redo [Habi'nin Çılgını] oynuyorum","Automation","正在游玩苏兹基·科诺米 - 重制版 [哈比的疯狂之旅]","Automation","Graszam w Suzuki Konomi - Redo [Habi's Insane]","Automation"
,,"Playing Vickeblanka - Black Rover [Walao's Extra]",,"PlayerGui.MenuInterface.PlayerListFrame.MainFrame.PlayerFrame.PlayerStatus","Đang chơi Vickeblanka - Black Rover [Walao's Extra]","Automation","Bermain Vickeblanka - Black Rover [Walao's Extra]","Automation","Giocando a Vickeblanka - Black Rover [Walao's Extra]","Automation","Jugando a Vickeblanka - Black Rover [Walao's Extra]","Automation","Jogando Vickeblanka - Black Rover [Walao's Extra]","Automation","Jouer à Vickeblanka - Black Rover [Walao's Extra]","Automation","Vickeblanka spielen - Schwarzer Rover [Walao's Extra]","Automation","正在玩 Vickeblanka - Black Rover [Walao's Extra]","Automation","Vickeblankaをプレイ中 - ブラックローバー [ワラオのエキストラ]","Automation","Vickeblanka 플레이 중 - 블랙 로버 [와라오의 추가]","Automation","Играет в Vickeblanka - Black Rover [Walao's Extra]","Automation","กําลังเล่น Vickeblanka - Black Rover [Walao's Extra]","Automation","Vickeblanka Oynama - Siyah Rover [Walao's Extra]","Automation","正在玩 Vickeblanka - Black Rover [Walao's Extra]","Automation","Gra Vickeblanka - Czarny Rover [Walao's Extra]","Automation"
